порядковый номер броневика,устройство,дата-время прибытия,дата-время отъезда
3,644004,2022-09-02 09:00:00,2022-09-02 09:10:00
3,638409,2022-09-02 09:40:41.400000,2022-09-02 09:50:41.400000
3,680615,2022-09-02 09:54:10.800000,2022-09-02 10:04:10.800000
3,644462,2022-09-02 10:41:23.400000,2022-09-02 10:51:23.400000
3,683749,2022-09-02 11:08:36,2022-09-02 11:18:36
3,682764,2022-09-02 11:22:19.800000,2022-09-02 11:32:19.800000
3,619583,2022-09-02 11:46:36.600000,2022-09-02 11:56:36.600000
3,622355,2022-09-02 12:12:52.800000,2022-09-02 12:22:52.800000
3,636008,2022-09-02 12:34:35.400000,2022-09-02 12:44:35.400000
3,676402,2022-09-02 12:53:34.199999999,2022-09-02 13:03:34.199999999
3,646720,2022-09-02 13:06:57.600000,2022-09-02 13:16:57.600000
3,646947,2022-09-02 13:35:46.800000,2022-09-02 13:45:46.800000
3,634868,2022-09-02 14:18:12.600000,2022-09-02 14:28:12.600000
3,676396,2022-09-02 14:50:46.800000,2022-09-02 15:00:46.800000
3,682767,2022-09-02 15:02:35.400000,2022-09-02 15:12:35.400000
3,644016,2022-09-02 15:18:13.800000,2022-09-02 15:28:13.800000
3,634853,2022-09-02 15:33:04.200000,2022-09-02 15:43:04.200000
3,646784,2022-09-02 15:49:06,2022-09-02 15:59:06
3,676403,2022-09-02 16:00:48.600000,2022-09-02 16:10:48.600000
3,698639,2022-09-02 16:28:49.800000,2022-09-02 16:38:49.800000
4,616660,2022-09-02 09:00:00,2022-09-02 09:10:00
4,688321,2022-09-02 09:46:39,2022-09-02 09:56:39
4,606176,2022-09-02 09:59:03.600000,2022-09-02 10:09:03.600000
4,619657,2022-09-02 10:29:07.200000,2022-09-02 10:39:07.200000
4,634789,2022-09-02 10:50:15.600000,2022-09-02 11:00:15.600000
4,629724,2022-09-02 11:03:34.800000,2022-09-02 11:13:34.800000
4,609489,2022-09-02 11:23:25.200000,2022-09-02 11:33:25.200000
4,637556,2022-09-02 11:38:08.400000,2022-09-02 11:48:08.400000
4,640029,2022-09-02 11:55:13.200000,2022-09-02 12:05:13.200000
4,676369,2022-09-02 12:21:20.400000,2022-09-02 12:31:20.400000
4,634692,2022-09-02 12:40:33,2022-09-02 12:50:33
4,682180,2022-09-02 13:04:04.200000,2022-09-02 13:14:04.200000
4,638490,2022-09-02 13:23:39.600000,2022-09-02 13:33:39.600000
4,634659,2022-09-02 13:46:13.200000,2022-09-02 13:56:13.200000
4,658874,2022-09-02 14:05:26.400000,2022-09-02 14:15:26.400000
4,609331,2022-09-02 14:23:12.600000,2022-09-02 14:33:12.600000
4,629733,2022-09-02 14:39:58.200000,2022-09-02 14:49:58.200000
4,609956,2022-09-02 14:56:46.200000,2022-09-02 15:06:46.200000
4,609806,2022-09-02 15:09:42,2022-09-02 15:19:42
4,664161,2022-09-02 15:21:33.600000,2022-09-02 15:31:33.600000
4,640027,2022-09-02 15:41:01.200000,2022-09-02 15:51:01.200000
4,669424,2022-09-02 16:04:43.800000,2022-09-02 16:14:43.800000
4,622381,2022-09-02 16:41:23.400000,2022-09-02 16:51:23.400000
4,616766,2022-09-02 17:09:12.600000,2022-09-02 17:19:12.600000
5,634652,2022-09-02 09:00:00,2022-09-02 09:10:00
5,677551,2022-09-02 09:19:49.200000,2022-09-02 09:29:49.200000
5,640024,2022-09-02 09:42:13.800000,2022-09-02 09:52:13.800000
5,676341,2022-09-02 10:03:03.600000,2022-09-02 10:13:03.600000
5,635229,2022-09-02 10:23:54.600000,2022-09-02 10:33:54.600000
5,682267,2022-09-02 10:47:17.400000,2022-09-02 10:57:17.400000
5,682271,2022-09-02 11:03:59.400000,2022-09-02 11:13:59.400000
5,628617,2022-09-02 11:19:46.200000,2022-09-02 11:29:46.200000
5,644438,2022-09-02 11:45:43.800000,2022-09-02 11:55:43.800000
5,688286,2022-09-02 12:02:18,2022-09-02 12:12:18
5,636754,2022-09-02 12:18:28.800000,2022-09-02 12:28:28.800000
5,699641,2022-09-02 12:37:37.800000,2022-09-02 12:47:37.800000
5,658916,2022-09-02 12:52:00,2022-09-02 13:02:00
5,669431,2022-09-02 13:13:10.800000,2022-09-02 13:23:10.800000
5,682176,2022-09-02 13:27:16.200000,2022-09-02 13:37:16.200000
5,669428,2022-09-02 13:43:19.800000,2022-09-02 13:53:19.800000
5,634703,2022-09-02 14:02:43.200000,2022-09-02 14:12:43.200000
5,698718,2022-09-02 14:22:31.200000,2022-09-02 14:32:31.200000
5,635750,2022-09-02 14:43:57,2022-09-02 14:53:57
5,658902,2022-09-02 15:10:37.200000,2022-09-02 15:20:37.200000
5,616783,2022-09-02 15:31:21.600000,2022-09-02 15:41:21.600000
5,688223,2022-09-02 16:23:09.600000,2022-09-02 16:33:09.600000
5,677564,2022-09-02 16:46:03.600000,2022-09-02 16:56:03.600000
5,646941,2022-09-02 17:34:32.400000,2022-09-02 17:44:32.400000
6,608022,2022-09-02 09:00:00,2022-09-02 09:10:00
6,689126,2022-09-02 09:22:28.200000,2022-09-02 09:32:28.200000
6,607783,2022-09-02 10:35:54.600000,2022-09-02 10:45:54.600000
6,658906,2022-09-02 10:58:09,2022-09-02 11:08:09
6,629837,2022-09-02 11:13:57.600000,2022-09-02 11:23:57.600000
6,607538,2022-09-02 11:34:12.600000,2022-09-02 11:44:12.600000
6,639710,2022-09-02 11:52:46.800000,2022-09-02 12:02:46.800000
6,667132,2022-09-02 12:07:16.200000,2022-09-02 12:17:16.200000
6,687691,2022-09-02 12:31:58.800000,2022-09-02 12:41:58.800000
6,627704,2022-09-02 12:54:18.600000,2022-09-02 13:04:18.600000
6,634968,2022-09-02 13:15:12,2022-09-02 13:25:12
6,634558,2022-09-02 13:37:44.400000,2022-09-02 13:47:44.400000
6,608012,2022-09-02 14:17:42.600000,2022-09-02 14:27:42.600000
6,608983,2022-09-02 14:43:34.199999999,2022-09-02 14:53:34.199999999
6,605329,2022-09-02 15:45:54.600000,2022-09-02 15:55:54.600000
6,606127,2022-09-02 16:02:56.400000,2022-09-02 16:12:56.400000
6,406148,2022-09-02 16:21:10.200000,2022-09-02 16:31:10.200000
6,629727,2022-09-02 16:38:15,2022-09-02 16:48:15
6,692216,2022-09-02 17:01:59.400000,2022-09-02 17:11:59.400000
6,698678,2022-09-02 17:17:37.200000,2022-09-02 17:27:37.200000
6,619186,2022-09-02 17:35:30.600000,2022-09-02 17:45:30.600000
6,607525,2022-09-02 17:47:52.200000,2022-09-02 17:57:52.200000
6,607511,2022-09-02 18:00:58.200000,2022-09-02 18:10:58.200000
7,606514,2022-09-02 09:00:00,2022-09-02 09:10:00
7,607020,2022-09-02 09:12:50.400000,2022-09-02 09:22:50.400000
7,607023,2022-09-02 09:26:33.600000,2022-09-02 09:36:33.600000
7,635232,2022-09-02 10:10:08.400000,2022-09-02 10:20:08.400000
7,635569,2022-09-02 11:36:19.200000,2022-09-02 11:46:19.200000
7,635218,2022-09-02 13:00:42,2022-09-02 13:10:42
7,609851,2022-09-02 13:48:37.200000,2022-09-02 13:58:37.200000
7,619195,2022-09-02 14:14:06.600000,2022-09-02 14:24:06.600000
7,645456,2022-09-02 15:13:25.200000,2022-09-02 15:23:25.200000
7,658358,2022-09-02 15:28:37.800000,2022-09-02 15:38:37.800000
7,698989,2022-09-02 15:39:51,2022-09-02 15:49:51
7,607779,2022-09-02 15:54:01.200000,2022-09-02 16:04:01.200000
7,609093,2022-09-02 16:48:02.400000,2022-09-02 16:58:02.400000
7,669277,2022-09-02 17:04:15.600000,2022-09-02 17:14:15.600000
7,609120,2022-09-02 17:17:57,2022-09-02 17:27:57
7,698944,2022-09-02 17:30:39,2022-09-02 17:40:39
7,645337,2022-09-02 17:57:39.600000,2022-09-02 18:07:39.600000
7,645338,2022-09-02 18:10:50.400000,2022-09-02 18:20:50.400000
7,608994,2022-09-02 18:22:33.600000,2022-09-02 18:32:33.600000
7,619223,2022-09-02 18:47:16.800000,2022-09-02 18:57:16.800000
7,686130,2022-09-02 19:10:41.400000,2022-09-02 19:20:41.400000
0,606541,2022-09-03 09:00:00,2022-09-03 09:10:00
0,687178,2022-09-03 09:36:39.600000,2022-09-03 09:46:39.600000
0,622314,2022-09-03 10:05:07.800000,2022-09-03 10:15:07.800000
0,699572,2022-09-03 10:23:12.600000,2022-09-03 10:33:12.600000
0,627771,2022-09-03 10:44:05.400000,2022-09-03 10:54:05.400000
0,676995,2022-09-03 11:04:14.400000,2022-09-03 11:14:14.400000
0,622314,2022-09-03 11:27:31.200000,2022-09-03 11:37:31.200000
0,676345,2022-09-03 11:48:12,2022-09-03 11:58:12
0,688383,2022-09-03 12:05:43.800000,2022-09-03 12:15:43.800000
0,636762,2022-09-03 12:24:39,2022-09-03 12:34:39
0,609844,2022-09-03 12:34:48,2022-09-03 12:44:48
0,698673,2022-09-03 12:49:41.400000,2022-09-03 12:59:41.400000
0,645381,2022-09-03 13:13:46.200000,2022-09-03 13:23:46.200000
0,634938,2022-09-03 13:37:34.199999999,2022-09-03 13:47:34.199999999
0,606090,2022-09-03 14:13:49.200000,2022-09-03 14:23:49.200000
0,642887,2022-09-03 14:30:40.800000,2022-09-03 14:40:40.800000
0,634815,2022-09-03 14:47:30.600000,2022-09-03 14:57:30.600000
0,606049,2022-09-03 15:01:13.800000,2022-09-03 15:11:13.800000
0,637537,2022-09-03 15:16:16.200000,2022-09-03 15:26:16.200000
0,605378,2022-09-03 15:35:56.400000,2022-09-03 15:45:56.400000
0,634873,2022-09-03 16:09:25.800000,2022-09-03 16:19:25.800000
0,607060,2022-09-03 17:02:46.200000,2022-09-03 17:12:46.200000
0,662475,2022-09-03 17:15:12.600000,2022-09-03 17:25:12.600000
0,606572,2022-09-03 18:43:04.200000,2022-09-03 18:53:04.200000
0,622327,2022-09-03 18:55:32.400000,2022-09-03 19:05:32.400000
1,676404,2022-09-03 09:00:00,2022-09-03 09:10:00
1,676413,2022-09-03 10:04:42,2022-09-03 10:14:42
1,680602,2022-09-03 11:14:36.600000,2022-09-03 11:24:36.600000
1,635592,2022-09-03 11:42:52.800000,2022-09-03 11:52:52.800000
1,635204,2022-09-03 11:57:40.200000,2022-09-03 12:07:40.200000
1,646945,2022-09-03 13:02:25.200000,2022-09-03 13:12:25.200000
1,634669,2022-09-03 13:26:19.200000,2022-09-03 13:36:19.200000
1,648023,2022-09-03 13:47:16.800000,2022-09-03 13:57:16.800000
1,677919,2022-09-03 14:04:22.200000,2022-09-03 14:14:22.200000
1,644696,2022-09-03 14:24:58.200000,2022-09-03 14:34:58.200000
1,607713,2022-09-03 14:40:46.800000,2022-09-03 14:50:46.800000
1,634755,2022-09-03 14:53:37.200000,2022-09-03 15:03:37.200000
1,698671,2022-09-03 15:10:21.600000,2022-09-03 15:20:21.600000
1,686156,2022-09-03 15:30:52.200000,2022-09-03 15:40:52.200000
1,606021,2022-09-03 15:45:52.800000,2022-09-03 15:55:52.800000
1,606091,2022-09-03 16:07:37.800000,2022-09-03 16:17:37.800000
1,605392,2022-09-03 16:20:34.199999999,2022-09-03 16:30:34.199999999
1,605379,2022-09-03 16:38:15,2022-09-03 16:48:15
2,698694,2022-09-03 09:00:00,2022-09-03 09:10:00
2,636094,2022-09-03 09:12:21,2022-09-03 09:22:21
2,628971,2022-09-03 09:31:23.400000,2022-09-03 09:41:23.400000
2,606124,2022-09-03 09:56:43.200000,2022-09-03 10:06:43.200000
2,606132,2022-09-03 10:13:18,2022-09-03 10:23:18
2,698643,2022-09-03 10:28:45,2022-09-03 10:38:45
2,606027,2022-09-03 10:49:28.200000,2022-09-03 10:59:28.200000
2,636070,2022-09-03 11:04:18,2022-09-03 11:14:18
2,676358,2022-09-03 11:21:35.400000,2022-09-03 11:31:35.400000
2,698674,2022-09-03 11:37:09,2022-09-03 11:47:09
2,680612,2022-09-03 11:50:03,2022-09-03 12:00:03
2,695012,2022-09-03 12:03:45.600000,2022-09-03 12:13:45.600000
2,605329,2022-09-03 12:19:33.600000,2022-09-03 12:29:33.600000
2,686170,2022-09-03 12:42:37.200000,2022-09-03 12:52:37.200000
2,634793,2022-09-03 13:00:09.600000,2022-09-03 13:10:09.600000
2,688301,2022-09-03 13:13:37.800000,2022-09-03 13:23:37.800000
2,637507,2022-09-03 13:32:06,2022-09-03 13:42:06
2,637549,2022-09-03 13:47:25.200000,2022-09-03 13:57:25.200000
2,606001,2022-09-03 14:00:33.600000,2022-09-03 14:10:33.600000
2,629806,2022-09-03 14:25:52.200000,2022-09-03 14:35:52.200000
2,687661,2022-09-03 14:42:40.800000,2022-09-03 14:52:40.800000
2,698689,2022-09-03 15:02:24.600000,2022-09-03 15:12:24.600000
2,698682,2022-09-03 15:29:09.600000,2022-09-03 15:39:09.600000
2,639716,2022-09-03 15:43:17.400000,2022-09-03 15:53:17.400000
2,609468,2022-09-03 15:58:13.200000,2022-09-03 16:08:13.200000
2,629520,2022-09-03 16:09:15,2022-09-03 16:19:15
2,406542,2022-09-03 16:36:53.400000,2022-09-03 16:46:53.400000
3,607046,2022-09-03 09:00:00,2022-09-03 09:10:00
3,627719,2022-09-03 09:26:07.200000,2022-09-03 09:36:07.200000
3,676308,2022-09-03 09:58:02.400000,2022-09-03 10:08:02.400000
3,629850,2022-09-03 10:14:21.600000,2022-09-03 10:24:21.600000
3,665569,2022-09-03 10:29:16.200000,2022-09-03 10:39:16.200000
3,629845,2022-09-03 10:45:00,2022-09-03 10:55:00
3,636088,2022-09-03 11:02:21,2022-09-03 11:12:21
3,607796,2022-09-03 11:27:18,2022-09-03 11:37:18
3,635539,2022-09-03 11:41:17.400000,2022-09-03 11:51:17.400000
3,606198,2022-09-03 12:10:45.600000,2022-09-03 12:20:45.600000
3,661101,2022-09-03 12:43:15.600000,2022-09-03 12:53:15.600000
3,635510,2022-09-03 13:16:34.199999999,2022-09-03 13:26:34.199999999
3,635779,2022-09-03 13:30:49.800000,2022-09-03 13:40:49.800000
3,616480,2022-09-03 14:05:17.400000,2022-09-03 14:15:17.400000
3,625034,2022-09-03 14:28:00.600000,2022-09-03 14:38:00.600000
3,634736,2022-09-03 14:54:15,2022-09-03 15:04:15
3,629726,2022-09-03 15:07:58.200000,2022-09-03 15:17:58.200000
3,661107,2022-09-03 15:27:03,2022-09-03 15:37:03
3,606043,2022-09-03 15:43:34.800000,2022-09-03 15:53:34.800000
3,605394,2022-09-03 16:00:23.400000,2022-09-03 16:10:23.400000
3,637526,2022-09-03 16:12:17.400000,2022-09-03 16:22:17.400000
3,605354,2022-09-03 16:28:35.400000,2022-09-03 16:38:35.400000
3,634707,2022-09-03 16:42:03.600000,2022-09-03 16:52:03.600000
4,643912,2022-09-03 09:00:00,2022-09-03 09:10:00
4,622434,2022-09-03 09:15:13.200000,2022-09-03 09:25:13.200000
4,634866,2022-09-03 09:30:45.600000,2022-09-03 09:40:45.600000
4,677530,2022-09-03 09:52:57.600000,2022-09-03 10:02:57.600000
4,635585,2022-09-03 10:14:10.800000,2022-09-03 10:24:10.800000
4,627728,2022-09-03 10:24:30,2022-09-03 10:34:30
4,635585,2022-09-03 10:34:49.200000,2022-09-03 10:44:49.200000
4,634836,2022-09-03 10:49:20.400000,2022-09-03 10:59:20.400000
4,648080,2022-09-03 11:16:43.200000,2022-09-03 11:26:43.200000
4,634875,2022-09-03 11:29:19.800000,2022-09-03 11:39:19.800000
4,649726,2022-09-03 11:53:49.200000,2022-09-03 12:03:49.200000
4,634866,2022-09-03 12:13:05.400000,2022-09-03 12:23:05.400000
4,698985,2022-09-03 12:29:15,2022-09-03 12:39:15
4,619681,2022-09-03 12:43:57,2022-09-03 12:53:57
4,643912,2022-09-03 12:59:42,2022-09-03 13:09:42
4,644724,2022-09-03 13:31:46.800000,2022-09-03 13:41:46.800000
4,607770,2022-09-03 14:23:16.200000,2022-09-03 14:33:16.200000
4,699060,2022-09-03 14:37:30.600000,2022-09-03 14:47:30.600000
4,683734,2022-09-03 14:57:40.800000,2022-09-03 15:07:40.800000
4,688298,2022-09-03 15:22:08.400000,2022-09-03 15:32:08.400000
4,649987,2022-09-03 15:39:31.800000,2022-09-03 15:49:31.800000
4,649871,2022-09-03 16:20:54,2022-09-03 16:30:54
4,635707,2022-09-03 16:33:54.600000,2022-09-03 16:43:54.600000
4,635705,2022-09-03 17:02:28.800000,2022-09-03 17:12:28.800000
4,622424,2022-09-03 17:21:30,2022-09-03 17:31:30
4,635726,2022-09-03 17:33:50.400000,2022-09-03 17:43:50.400000
4,606047,2022-09-03 17:51:28.800000,2022-09-03 18:01:28.800000
4,627765,2022-09-03 18:03:42,2022-09-03 18:13:42
4,634995,2022-09-03 18:17:43.200000,2022-09-03 18:27:43.200000
4,635726,2022-09-03 18:31:36.600000,2022-09-03 18:41:36.600000
5,622454,2022-09-03 09:00:00,2022-09-03 09:10:00
5,646938,2022-09-03 09:12:51,2022-09-03 09:22:51
5,677517,2022-09-03 09:46:39.600000,2022-09-03 09:56:39.600000
5,688219,2022-09-03 10:45:39,2022-09-03 10:55:39
5,607524,2022-09-03 11:10:55.200000,2022-09-03 11:20:55.200000
5,622383,2022-09-03 11:41:01.200000,2022-09-03 11:51:01.200000
5,608042,2022-09-03 12:09:13.800000,2022-09-03 12:19:13.800000
5,619589,2022-09-03 12:29:44.400000,2022-09-03 12:39:44.400000
5,619173,2022-09-03 12:43:57,2022-09-03 12:53:57
5,686165,2022-09-03 12:56:31.200000,2022-09-03 13:06:31.200000
5,635730,2022-09-03 13:16:58.800000,2022-09-03 13:26:58.800000
5,635206,2022-09-03 13:53:33,2022-09-03 14:03:33
5,634945,2022-09-03 14:06:58.800000,2022-09-03 14:16:58.800000
5,636460,2022-09-03 14:48:31.200000,2022-09-03 14:58:31.200000
5,619162,2022-09-03 15:48:27,2022-09-03 15:58:27
5,661920,2022-09-03 16:41:45.600000,2022-09-03 16:51:45.600000
5,680622,2022-09-03 16:58:55.200000,2022-09-03 17:08:55.200000
5,686193,2022-09-03 17:21:50.400000,2022-09-03 17:31:50.400000
5,635590,2022-09-03 18:07:52.800000,2022-09-03 18:17:52.800000
6,646776,2022-09-03 09:00:00,2022-09-03 09:10:00
6,669215,2022-09-03 10:08:51.600000,2022-09-03 10:18:51.600000
6,635557,2022-09-03 10:31:04.800000,2022-09-03 10:41:04.800000
6,627712,2022-09-03 10:49:57.600000,2022-09-03 10:59:57.600000
6,686173,2022-09-03 11:09:27,2022-09-03 11:19:27
6,698664,2022-09-03 11:21:15,2022-09-03 11:31:15
6,627712,2022-09-03 11:38:54.600000,2022-09-03 11:48:54.600000
6,653954,2022-09-03 11:55:19.200000,2022-09-03 12:05:19.200000
6,607716,2022-09-03 12:25:50.400000,2022-09-03 12:35:50.400000
6,676398,2022-09-03 12:54:54.600000,2022-09-03 13:04:54.600000
6,667113,2022-09-03 13:11:27.600000,2022-09-03 13:21:27.600000
6,668402,2022-09-03 13:41:37.800000,2022-09-03 13:51:37.800000
6,607754,2022-09-03 13:59:31.200000,2022-09-03 14:09:31.200000
6,681975,2022-09-03 14:23:19.800000,2022-09-03 14:33:19.800000
6,688279,2022-09-03 14:51:56.400000,2022-09-03 15:01:56.400000
6,634949,2022-09-03 15:16:49.200000,2022-09-03 15:26:49.200000
6,662471,2022-09-03 15:42:14.400000,2022-09-03 15:52:14.400000
6,667822,2022-09-03 16:30:35.400000,2022-09-03 16:40:35.400000
6,699449,2022-09-03 17:04:31.800000,2022-09-03 17:14:31.800000
6,657920,2022-09-03 17:50:09.600000,2022-09-03 18:00:09.600000
6,644742,2022-09-03 18:02:33,2022-09-03 18:12:33
6,667141,2022-09-03 18:13:32.400000,2022-09-03 18:23:32.400000
6,644470,2022-09-03 18:48:55.200000,2022-09-03 18:58:55.200000
0,616793,2022-09-04 09:00:00,2022-09-04 09:10:00
0,607521,2022-09-04 09:14:03.600000,2022-09-04 09:24:03.600000
0,676359,2022-09-04 09:30:55.800000,2022-09-04 09:40:55.800000
0,622351,2022-09-04 09:52:51,2022-09-04 10:02:51
0,633056,2022-09-04 10:10:15.600000,2022-09-04 10:20:15.600000
0,622458,2022-09-04 10:27:22.200000,2022-09-04 10:37:22.200000
0,606063,2022-09-04 10:45:42,2022-09-04 10:55:42
0,634952,2022-09-04 11:00:42.600000,2022-09-04 11:10:42.600000
0,607545,2022-09-04 11:12:45.600000,2022-09-04 11:22:45.600000
0,646861,2022-09-04 11:24:22.200000,2022-09-04 11:34:22.200000
0,639599,2022-09-04 11:36:21,2022-09-04 11:46:21
0,635297,2022-09-04 11:47:19.800000,2022-09-04 11:57:19.800000
0,686195,2022-09-04 12:00:34.199999999,2022-09-04 12:10:34.199999999
0,661137,2022-09-04 12:14:54.600000,2022-09-04 12:24:54.600000
0,682277,2022-09-04 12:29:25.200000,2022-09-04 12:39:25.200000
0,607542,2022-09-04 12:40:04.800000,2022-09-04 12:50:04.800000
0,686181,2022-09-04 12:54:46.200000,2022-09-04 13:04:46.200000
0,619590,2022-09-04 13:10:59.400000,2022-09-04 13:20:59.400000
1,607785,2022-09-04 09:00:00,2022-09-04 09:10:00
1,691803,2022-09-04 09:11:42,2022-09-04 09:21:42
1,689142,2022-09-04 09:26:32.400000,2022-09-04 09:36:32.400000
1,687682,2022-09-04 09:38:35.400000,2022-09-04 09:48:35.400000
1,693091,2022-09-04 09:55:57.600000,2022-09-04 10:05:57.600000
1,635236,2022-09-04 10:09:09.600000,2022-09-04 10:19:09.600000
1,608038,2022-09-04 10:28:25.800000,2022-09-04 10:38:25.800000
1,657943,2022-09-04 10:40:24.600000,2022-09-04 10:50:24.600000
1,682275,2022-09-04 10:52:16.200000,2022-09-04 11:02:16.200000
1,609843,2022-09-04 11:05:25.800000,2022-09-04 11:15:25.800000
1,699070,2022-09-04 11:17:04.800000,2022-09-04 11:27:04.800000
1,698632,2022-09-04 11:28:16.200000,2022-09-04 11:38:16.200000
1,635579,2022-09-04 11:41:36,2022-09-04 11:51:36
1,634892,2022-09-04 12:05:13.800000,2022-09-04 12:15:13.800000
1,607589,2022-09-04 12:17:52.200000,2022-09-04 12:27:52.200000
1,634558,2022-09-04 12:38:30,2022-09-04 12:48:30
1,635579,2022-09-04 12:57:09.600000,2022-09-04 13:07:09.600000
1,687630,2022-09-04 13:12:51.600000,2022-09-04 13:22:51.600000
1,683745,2022-09-04 13:35:10.200000,2022-09-04 13:45:10.200000
1,635202,2022-09-04 13:55:54,2022-09-04 14:05:54
1,687623,2022-09-04 14:47:25.800000,2022-09-04 14:57:25.800000
2,667814,2022-09-04 09:00:00,2022-09-04 09:10:00
2,695007,2022-09-04 09:19:52.800000,2022-09-04 09:29:52.800000
2,608095,2022-09-04 09:51:53.400000,2022-09-04 10:01:53.400000
2,698998,2022-09-04 10:47:21.600000,2022-09-04 10:57:21.600000
2,677529,2022-09-04 11:08:28.800000,2022-09-04 11:18:28.800000
2,698998,2022-09-04 11:29:36,2022-09-04 11:39:36
2,658367,2022-09-04 12:23:42,2022-09-04 12:33:42
2,608095,2022-09-04 12:37:54,2022-09-04 12:47:54
2,645408,2022-09-04 13:02:00.600000,2022-09-04 13:12:00.600000
2,607572,2022-09-04 13:14:17.400000,2022-09-04 13:24:17.400000
2,693238,2022-09-04 13:28:22.800000,2022-09-04 13:38:22.800000
2,607597,2022-09-04 14:27:13.800000,2022-09-04 14:37:13.800000
3,635538,2022-09-04 09:00:00,2022-09-04 09:10:00
3,608021,2022-09-04 09:41:02.400000,2022-09-04 09:51:02.400000
3,635554,2022-09-04 10:20:33.600000,2022-09-04 10:30:33.600000
3,627716,2022-09-04 10:43:43.200000,2022-09-04 10:53:43.200000
3,636402,2022-09-04 11:05:18,2022-09-04 11:15:18
3,609965,2022-09-04 11:31:10.200000,2022-09-04 11:41:10.200000
3,634934,2022-09-04 11:49:09.600000,2022-09-04 11:59:09.600000
3,683768,2022-09-04 12:10:58.800000,2022-09-04 12:20:58.800000
3,629731,2022-09-04 12:24:37.200000,2022-09-04 12:34:37.200000
3,683741,2022-09-04 12:39:36.600000,2022-09-04 12:49:36.600000
3,628995,2022-09-04 12:55:00.600000,2022-09-04 13:05:00.600000
3,609990,2022-09-04 13:12:56.400000,2022-09-04 13:22:56.400000
3,698685,2022-09-04 13:32:28.200000,2022-09-04 13:42:28.200000
3,686171,2022-09-04 13:51:06.600000,2022-09-04 14:01:06.600000
3,669434,2022-09-04 14:10:45.600000,2022-09-04 14:20:45.600000
3,636077,2022-09-04 14:26:44.400000,2022-09-04 14:36:44.400000
3,660498,2022-09-04 14:47:20.400000,2022-09-04 14:57:20.400000
3,635272,2022-09-04 15:05:49.800000,2022-09-04 15:15:49.800000
3,619610,2022-09-04 15:26:31.200000,2022-09-04 15:36:31.200000
3,634655,2022-09-04 15:54:22.800000,2022-09-04 16:04:22.800000
3,634658,2022-09-04 16:09:49.200000,2022-09-04 16:19:49.200000
